Speaker name,Category/topic tags,State,Notes
Ken Banks,After Dinner; Business; Entrepreneurs; ESG; International Affairs & Security; Keynote; Moderators & Chairpersons; Science; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Social Innovator"
Ken Blanchard,Business; Business & Leadership; Entertainment; Entrepreneurs; Inspirational & Motivational; Keynote; Leadership,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Best-Selling Author & Management Expert"
Ken Burns,"After Dinner; History, Arts & Literary; Inspirational & Motivational; Keynote",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Winner of 16 Emmy and 2 Grammy awards
Member of the American Philosophical Society"
Ken Carter,Inspirational & Motivational; Keynote; Leadership; Sports & Olympics,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Famous Basketball Coach & Youth Mentor"
Ken Fisher,"Business & Leadership; Entrepreneurs; Keynote; Science; Technology, Innovation & Science",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Founder and Editor-in-Chief of Ars Technica, a renowned online publication for technologists and IT Professionals."
Ken Goldberg,"AI - Emerging Tech; Business & Leadership; Entrepreneurs; Technology, Innovation & Science",Global,"Speaking fee: $15,000 | New Speaker | Gender: Male | Site tagline: Robotics & AI Expert and Pioneer in Automation"
Ken Hames,"Adventure; Business & Leadership; Entertainment; Health & Wellbeing; Inspirational & Motivational; Leadership; Military; Politics, Government & Global Affairs; Resilience, Wellbeing & Happiness",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former SAS Anti-Terror Squadron Commander, TV Broadcaster"
Ken Hughes,Business; Business & Leadership; Entertainment; Keynote; Marketing - Communications; TED,Europe > Ireland,"Speaking fee: $15,000 | Gender: Male | Site tagline: Leading Consumer & Retail Behaviorist - known as the King of Customer Experience"
Ken Schmidt,Business & Leadership; Entertainment; Inspirational & Motivational; Keynote; Leadership; Marketing - Communications,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Ex Director Of Communications of Harley-Davidson, author, and co-host of “Tailgating With Geniuses” podcast"
Ken van Wyk,Business; International Affairs & Security; Keynote; Science,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: 25 Years of Experience in IT security"
Kenneth Clarke,After Dinner; Business; Finance & Markets; Government & Politics; Keynote; Leadership,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former Chancellor of the Exchequer"
Kenneth Cukier,"AI - Emerging Tech; Business & Leadership; Entertainment; Moderators & Chairpersons; Social Media; Technology Ethics - Regulation; Technology, Innovation & Science; TED; Workplace innovation",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Bestselling author & keynote speaker on emerging technology and business. 
Deputy Executive Editor, The Economist"
Kenneth J. Sufka,Keynote; Psychology,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Teacher & Author of ""The A Game: Nine Steps To Better Grades"""
Kenneth Rogoff,"Economic & Financial Affairs; Finance & Markets; International Affairs & Security; Keynote; Politics, Government & Global Affairs",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Professor of Economics, Harvard University"
Kenton Cool,Inspirational & Motivational; Leadership; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: World-leading high-altitude climber"
Kenya Barris,"Comedy; Entertainment; History, Arts & Literary; Keynote; Society, Culture & Education",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Writer, Producer"
Keren Elazari,"AI - Emerging Tech; Business & Leadership; Cyber Security; Entertainment; Keynote; Science; Technology Ethics - Regulation; Technology, Innovation & Science; TED",Asia > Israel,"Speaking fee: $15,000 | Gender: Female | Site tagline: Hacker and expert on cyber security"
Kerry Brown,Government & Politics; International Affairs & Security,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Prof of Chinese Studies and Director of the Lau China Institute at King’s College, London"
Kerry McInerney,AI - Emerging Tech; Technology Ethics - Regulation,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Senior Research Fellow at the Leverhulme Centre for the Future of Intelligence (LCFI) at the University of Cambridge."
Kersti Kaljulaid,"Business & Leadership; Government & Politics; Human Rights; International Affairs & Security; Leadership; Politics, Government & Global Affairs; World Leaders",Europe > Estonia,"Speaking fee: $15,000 | Gender: Female | Site tagline: President of the Republic of Estonia between 2016-2021"
Kevin Allen,"Business; Diversity, Inclusion & Gender Equality; Keynote; Leadership",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Author and Renowned Business Expert"
Kevin Boehm,Business; Business & Leadership; Entertainment; Entrepreneurs; Inspirational & Motivational; Leadership,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Co-Founder & Co-CEO, Boka Restaurant Group, James Beard Award Winner, Co-Founder & Author"
Kevin Brown,Business & Leadership; Entertainment; Inspirational & Motivational; Keynote,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Bestselling Leadership Speaker and Bestselling Author of The Hero Effect® and Unleashing Your Hero"
Kevin Carroll,Business; Healthcare; Keynote,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Renowned author, speaker, and social change agent"
Kevin Chesters,Business & Leadership; Entertainment; Entrepreneurs; Marketing - Communications; TED,Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Leading Marketing Strategist and Co-Author of ""The Creative Nudge"""
Kevin Featherstone,International Affairs & Security; Keynote,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Leading expert on Greek politics"
Kevin Fong,"Health & Wellbeing; Healthcare; Science; Space Travel & Tourism; Technology, Innovation & Science",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Expert in health, technology and human space exploration"
Kevin Gaskell,Business; Business & Leadership; Entertainment; Entrepreneurs; Inspirational & Motivational; Keynote; Leadership; Sports & Olympics,Europe > Switzerland,"Speaking fee: $15,000 | Gender: Male | Site tagline: Business Fixer, Speaker, Author"
Kevin Harrington,Business; Entrepreneurs; Keynote; Leadership,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Original Shark on ABC's Shark Tank"
Kevin Kelly,Business; Entrepreneurs,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Internationally Acclaimed Sales Motivational Keynote"
Kevin Kelly,Science,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Founding executive editor of Wired magazine"
Kevin O'Leary,After Dinner; Business; Business & Leadership; Economic & Financial Affairs; Entertainment; Entrepreneurs; Finance & Markets; Inspirational & Motivational; Keynote; Leadership; Negotiation,Americas > Canada,"Speaking fee: $15,000 | Gender: Male | Site tagline: Star of ABC's Shark Tank, Serial Entrepreneur, Venture Capitalist & Investor"
Kevin Pietersen,After Dinner; Sports & Olympics,Africa > South Africa; Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former English cricketer"
Kevin Rolland,After Dinner; Inspirational & Motivational; Keynote; Sports & Olympics,Europe > France,"Speaking fee: $15,000 | Gender: Male | Site tagline: 9x Medal Winner - Winter X Games and Winter X Games Europe,
FIS Freestyle World Ski Champion (2009),
Winter Dew Tour Superpipe Champion (2011)"
Keyu Jin,Economic & Financial Affairs; Entertainment; Finance & Markets; Keynote; TED,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Expert on Globalisation, International Finance & the Chinese Economy"
Keyun Ruan,"AI - Emerging Tech; Science; Technology, Innovation & Science",Europe > UK > London,"Speaking fee: $15,000 | Gender: Female | Site tagline: Pioneer in the fields of Cloud Forensics and Risk Economics"
Kian Bakhtiari,Entrepreneurs; Marketing - Communications,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Founder of The People, a Gen-Z consultancy powered by a global community of young changemakers"
Kian Gohar,Business; Entrepreneurs; Leadership; Marketing - Communications; Workplace innovation,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Futurist, Venture Capitalist and Serial Entrepreneur"
Kiera Walsh,"Diversity, Inclusion & Gender Equality; Inspirational & Motivational; Leadership; Resilience, Wellbeing & Happiness; Sports & Olympics; Pride",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: England and Manchester City Women midfielder"
Kieran Miles,Entrepreneurs; ESG; Science; Social Media; Sustainability - Environment,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Founder and CEO of Duco, the adventure apparel brand"
Kierna Mayo,"Business; Diversity, Inclusion & Gender Equality; History, Arts & Literary; Inspirational & Motivational; Keynote; Leadership",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Senior Vice President of Content and Brands, Interactive One, inc."
Kim Darroch,"Business & Leadership; Government & Politics; Negotiation; Politics, Government & Global Affairs",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Experienced, Highly Respected Diplomat - Life Peer in the House of Lords"
Kim Davis,Business & Leadership; Entertainment; Keynote; Moderators & Chairpersons,Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Highly influential and in-demand writer, producer, and presenter"
Kim Harrison,Inspirational & Motivational; Keynote; Leadership,Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Chief Revel Officer, Start With Why"
Kim Hughes,"Entertainment; Health & Wellbeing; Inspirational & Motivational; Military; Politics, Government & Global Affairs; Resilience, Wellbeing & Happiness",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: British Army bomb disposal expert"
Kim Lear,"Business; Diversity, Inclusion & Gender Equality; Inspirational & Motivational; Leadership; Workplace innovation",Global,"Speaking fee: $15,000 | Gender: Female | Site tagline: Skilled researcher, trendspotter and storyteller"
Kim Perell,Business; Entrepreneurs; Inspirational & Motivational; Keynote,Global,"Speaking fee: $15,000 | Gender: Female | Site tagline: Award-winning entrepreneur, angel investor and bestselling author"
Kim Stagliano,Inspirational & Motivational; Keynote,Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Autism Advocate"
Kimberly Bryant,"Business; Diversity, Inclusion & Gender Equality; Keynote; Science",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Founder of Black Girls Code"
Kimberly Lemke,"Business; Business & Leadership; Entertainment; Health & Wellbeing; Inspirational & Motivational; Keynote; Psychology; Resilience, Wellbeing & Happiness",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Psychologist, Founder/CEO, Drift Sleep & Wellness Institute"
Kimberlé Crenshaw,"Diversity, Inclusion & Gender Equality; Keynote; TED",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Race and Gender Equality Activist and Law Professor"
Kimmo Soramäki,Business; Finance & Markets,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Founder and CEO, FNA"
Kira Radinsky,Business; Keynote; Science; TED,Asia > Israel; Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Chief Scientist & Director of Data Science, eBay"
Kiran Gange,AI - Emerging Tech; Business; Entrepreneurs; Fintech & Cryptocurrency; Science,Europe > Netherlands,"Speaking fee: $15,000 | Gender: Male | Site tagline: CEO and founder at AI-based company"
Kirby Ferguson,"Business; Entrepreneurs; History, Arts & Literary; Keynote; Science; TED",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Viral Film Producer"
Kirk Borne,AI - Emerging Tech; Keynote; Science; Space Travel & Tourism; TED,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Award-winning global expert in AI and all aspect of Data Science"
Kirk Vallis,Inspirational & Motivational; Keynote; Workplace innovation,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Creative leader, Coach and Behaviour Change Agent"
Kiron Skinner,Geopolitics; Government & Politics; International Affairs & Security,Global,"Speaking fee: $15,000 | Gender: Female | Site tagline: Former Director of Policy Planning at the State Department"
Kirsten Stendevad,Business; Leadership; Workplace innovation,Global,"Speaking fee: $15,000 | Gender: Female | Site tagline: Leadership trainer and bestselling author"
Kirstie Allsopp,After Dinner; Entertainment; Moderators & Chairpersons,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: British TV Presenter"
Kirsty Wark,Business; Business & Leadership; Entertainment; Inspirational & Motivational; Keynote; Leadership; TED,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Fellow of the Royal Society of Edinburgh,
BBC Presenter of ""The Reunion"" and ""Start the Week"",
Author of ""The Legacy Of Elizabeth Pringle"" and ""The House By The Loch"""
Kishore Mahbubani,"APAC; Government & Politics; International Affairs & Security; Keynote; Politics, Government & Global Affairs; Energy Transition",Asia > Singapore,"Speaking fee: $15,000 | Gender: Male | Site tagline: Expert on the Rise of Asia & US Foreign Relations"
Kitty Horlick,"AI - Emerging Tech; Keynote; Science; Technology, Innovation & Science",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: COO of Rarilabs, the blockchain-based research centre"
Kitty Liao,Entrepreneurs; Global Health; Science,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Visionary entrepreneur & engineer"
Kitty Ussher,Finance & Markets; Government & Politics; Keynote,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Economist & Former Minister"
Kjell Enhager,"Business; Business & Leadership; Entertainment; Leadership; Society, Culture & Education; Sports & Olympics",Europe > Sweden,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former Professional Golfer and Coach"
Klaas Knot,"Business & Leadership; Cyber Security; Economic & Financial Affairs; Environment & Sustainability; ESG; Finance & Markets; Fintech & Cryptocurrency; Geopolitics; Government & Politics; International Affairs & Security; Leadership; Politics, Government & Global Affairs; Technology Ethics - Regulation; Technology, Innovation & Science; World Leaders",The Netherlands,"Speaking fee: $15,000 | Gender: Male | Site tagline: Global Central Banking & Financial Stability Expert"
Klaus Mitchell,"Global Health; Health & Wellbeing; Keynote; Resilience, Wellbeing & Happiness",Global,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Journalist known for his contributions to environmental advocacy"
Klaus Schweinsberg,Finance & Markets; Government & Politics; Leadership,Europe > Germany,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former Editor in Chief and Publisher of CAPITAL and IMPULSE"
Klaus Dodds,"Environment & Sustainability; ESG; Geopolitics; History, Arts & Literary; International Affairs & Security; Politics, Government & Global Affairs; Society, Culture & Education; Sustainability - Environment",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Leading Expert on Geopolitics and Polar Security"
Knut Haanaes,Business; Finance & Markets; TED,Europe > Switzerland,"Speaking fee: $15,000 | Gender: Male | Site tagline: Strategist"
Koen Kas,"AI - Emerging Tech; Business & Leadership; Entrepreneurs; Global Health; Health & Wellbeing; Healthcare; Science; Technology, Innovation & Science",Europe > Belgium,"Speaking fee: $15,000 | Gender: Male | Site tagline: Healthcare futurist & entrepreneur"
Koen Schobbers,"AI - Emerging Tech; Business; Business & Leadership; Entertainment; Entrepreneurs; Keynote; Marketing - Communications; Science; Technology, Innovation & Science; TED",Europe > Netherlands,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Gaming and esports expert"
Koert van Mensvoort,"Entertainment; History, Arts & Literary; Keynote; Science; Society, Culture & Education; Technology, Innovation & Science; TED",Europe > Netherlands,"Speaking fee: $15,000 | Gender: Male | Site tagline: Artist and Philosopher"
Koichi Hamada,Finance & Markets; Government & Politics; Keynote,Asia > Japan,"Speaking fee: $15,000 | Gender: Male | Site tagline: Prominent Japanese Economist"
Koji Tsuruoka,Finance & Markets; International Affairs & Security; Keynote; Leadership,Asia > Japan,"Speaking fee: $15,000 | Gender: Male | Site tagline: Japan’s Chief Negotiator, Trans-Pacific Partnership"
Konishiki Yasokichi,"Diversity, Inclusion & Gender Equality; Entertainment; Inspirational & Motivational; Philanthropy & Ethics; Society, Culture & Education; Sports & Olympics",Asia > Japan,"Speaking fee: $15,000 | Gender: Male | Site tagline: Sumo Champion & Record-Breaker"
Konrad Bergström,Entrepreneurs; Science,Europe > Sweden,"Speaking fee: $15,000 | Gender: Male | Site tagline: Tech entrepreneur & Founder of Zound Industries"
Kris Boesch,"Business; Diversity, Inclusion & Gender Equality; Leadership",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Author, CEO and Founder of Choose People"
Krishnan Guru-Murthy,Government & Politics; International Affairs & Security; Keynote,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Renowned news presenter"
Kriss Akabusi,"After Dinner; Business; Diversity, Inclusion & Gender Equality; Inspirational & Motivational; Sports & Olympics",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Olympic Gold Medalist"
Kristel Bauer,"Business; Business & Leadership; Health & Wellbeing; Leadership; Psychology; Resilience, Wellbeing & Happiness; Workplace innovation",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Leadership, High Performance & Burnout Prevention Keynote Speaker | 2026 Top Impact Speaker | Author of Work-Life Tango"
Kristen Holmes,"Business & Leadership; Entertainment; Health & Wellbeing; Healthcare; Inspirational & Motivational; Leadership; Psychology; Science; Sports & Olympics; Technology, Innovation & Science",USA,"Speaking fee: $15,000 | Gender: Female | Site tagline: Global Head of Human Performance, Principal Scientist at Whoop"
Kristin Smith,"AI - Emerging Tech; Economic & Financial Affairs; Fintech & Cryptocurrency; Science; Technology, Innovation & Science",Americas > US,"Speaking fee: $15,000 | Exclusive | Gender: Female | Site tagline: Executive Director of the Blockchain Association"
Kristin Surak,"Demographics & Population; Economic & Financial Affairs; Finance & Markets; Geopolitics; Government & Politics; Politics, Government & Global Affairs",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Professor of Political Sociology at the LSE"
KT McFarland,"Government & Politics; Keynote; Military; Politics, Government & Global Affairs",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Conservative Foreign Policy Expert in the U.S."
Kudzi Chikumbu,Inspirational & Motivational; Keynote; Social Media,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Global Head of Creator Marketing at TikTok"
Kurt Volker,"Geopolitics; Government & Politics; International Affairs & Security; Politics, Government & Global Affairs",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: U.S Special Representative for Ukraine Negotiations (2017-19) - US Ambassador to NATO (2008-09)"
Kusal Ariyawansa,Business; Finance & Markets; Keynote,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Experienced Financial Advisor"
Kwame Christian,Business; Business & Leadership; Entertainment; Inspirational & Motivational; Leadership; Negotiation; TED,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Top Negotiation Expert, Fortune 500 Trainer/Coach, Bestselling Author & Podcast Host"
Kwame Kwei-Armah,"After Dinner; Business & Leadership; Diversity, Inclusion & Gender Equality; Education - Policy & Practice; Entertainment; History, Arts & Literary; Inspirational & Motivational; Leadership; Media; Moderators & Chairpersons; Society, Culture & Education; TED",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Award-winning Playwright, Director and Cultural Leader"
Kwasi Kwarteng,"Economic & Financial Affairs; Environment & Sustainability; ESG; Finance & Markets; Geopolitics; Government & Politics; Politics, Government & Global Affairs",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former UK Chancellor of the Exchequer"
Kyle Scheele,Business; Business & Leadership; Entertainment; Inspirational & Motivational; Keynote; Leadership,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Creativity, Innovation & Leadership Speaker & Author"
Kyran Bracken,After Dinner; Inspirational & Motivational; Keynote; Leadership; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: England Rugby Star & TV Personality"
Lameen Abdul-Malik,"AI - Emerging Tech; Business; Business & Leadership; Energy; Entrepreneurs; Environment & Sustainability; ESG; Geopolitics; Global Trade & Tariffs; Globalization; Government & Politics; International Affairs & Security; Leadership; Nobel Laureates; Philanthropy & Ethics; Politics, Government & Global Affairs; Society, Culture & Education; Sustainability - Environment; Technology Ethics - Regulation; Technology, Innovation & Science",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Nobel Peace Prize Laureate Futurist"
Lance Ulanoff,Business; Entrepreneurs; Keynote; Science,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Editor in Chief,  Mashable"
Langley Sharp,Leadership; Military,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former Head of the Centre for Army Leadership in the British Army"
Lanhee Chen,Finance & Markets; Global Health; Government & Politics; Keynote,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: 2012 Policy Chief to Mitt Romney"
Lanre Akinola,Business; Entrepreneurs; International Affairs & Security; Keynote; Philanthropy & Ethics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Editor of This Is Africa for the Financial Times"
Lara Lewington,AI - Emerging Tech; Global Health; Philanthropy & Ethics,Europe > UK > London,"Speaking fee: $15,000 | Gender: Female | Site tagline: Co-presenter of Click on BBC One and BBC News"
Lara Setrakian,ESG; Government & Politics; Human Rights; International Affairs & Security,Asia > United Arab Emirates; Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Journalist and Trust Expert"
Larisa B. Miller,"Business; Business & Leadership; Economic & Financial Affairs; Geopolitics; Keynote; Leadership; Politics, Government & Global Affairs",Global,"Speaking fee: $15,000 | Exclusive | Gender: Female | Site tagline: Global Strategist & Expert on Sovereign Capital, Geopolitics and Emerging Markets"
Larry Diamond,"Entertainment; Geopolitics; Government & Politics; International Affairs & Security; Politics, Government & Global Affairs; Society, Culture & Education; TED; US–China Relations",Americas > US > California,"Speaking fee: $15,000 | Gender: Male | Site tagline: Global Democracy Expert, Scholar & Author"
Larry Elder,Government & Politics; Keynote,Global,"Speaking fee: $15,000 | Site tagline: Nationally syndicated radio host and newspaper columnist, bestselling author and well-known media figure"
Larry Kudlow,Business; Finance & Markets; Government & Politics; Keynote; Moderators & Chairpersons,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Economist and Host of ""Kudlow"" on Fox Business"
Lars Hamberg,AI - Emerging Tech; Business; Finance & Markets; Keynote; Science,Europe > Sweden,"Speaking fee: $15,000 | Gender: Male | Site tagline: AI and financial industry expert"
Laticia Jackson,"Diversity, Inclusion & Gender Equality; Sports & Olympics",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Olympian & Survivor of Domestic Violence"
Laura Archer,Keynote,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Author of ""Gone for Lunch"""
Laura Bates,"Diversity, Inclusion & Gender Equality; Entertainment; Keynote; Society, Culture & Education; TED",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Author, Activist & Founder of The Everyday Sexism Project"
Laura Chinchilla,"Diversity, Inclusion & Gender Equality; Geopolitics; Government & Politics; Human Rights; International Affairs & Security; Politics, Government & Global Affairs; Society, Culture & Education; World Leaders",Americas > Costa Rica,"Speaking fee: $15,000 | Gender: Female | Site tagline: First woman elected President of Costa Rica (2010-2014)"
Laura Davies,Entertainment; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Former World Number 1 Golfer"
Laura Deming,"Demographics & Population; Health & Wellbeing; Longevity & Lifespan; Politics, Government & Global Affairs; Science; Technology, Innovation & Science",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Anti-Aging Pioneer"
Laura Gassner Otting,"Business; Business & Leadership; Entertainment; Health & Wellbeing; Inspirational & Motivational; Keynote; Leadership; Resilience, Wellbeing & Happiness; TED; Workplace innovation",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Bestselling Author, ""Wonderhell"" and ""Limitless"""
Laura Gómez,"Business; Diversity, Inclusion & Gender Equality; Entrepreneurs; Keynote; Leadership; Science",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Technology Entrepreneur, and Advocate for Diversity"
Laura Kenny,Business & Leadership; Entertainment; Inspirational & Motivational; Leadership; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: British Cyclist and Olympic Gold Medalist"
Laura Putnam,"Inspirational & Motivational; Leadership; Psychology; Resilience, Wellbeing & Happiness",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Wellbeing speaker and author"
Laura Schwartz,"Diversity, Inclusion & Gender Equality; Inspirational & Motivational; Keynote; Leadership; Moderators & Chairpersons",USA,"Speaking fee: $15,000 | Gender: Female | Site tagline: Presidential Event Strategist, Author & Communication Coach"
Laura Storm,Keynote; TED,Europe > Denmark,"Speaking fee: $15,000 | Gender: Female | Site tagline: Founder of Regenerators"
Laura Tenenbaum,"Energy; Environment & Sustainability; Keynote; Science; Sustainability - Environment; Technology, Innovation & Science",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Former Senior Science Editor of NASA’s Global Climate Change Website"
Laura Trott,"Diversity, Inclusion & Gender Equality; Finance & Markets; Government & Politics; Keynote; Leadership",Europe > UK > London,"Speaking fee: $15,000 | Gender: Female | Site tagline: Conservative MP & Shadow Chief Secretary to the Treasury"
Lauren Bush,"Business & Leadership; Entertainment; Entrepreneurs; Inspirational & Motivational; Keynote; Philanthropy & Ethics; Society, Culture & Education",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Co-Founder of FEED Projects"
Lauren Sukin,"AI - Emerging Tech; Cyber Security; Geopolitics; International Affairs & Security; Politics, Government & Global Affairs; Technology, Innovation & Science; US–China Relations",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Female | Site tagline: Oxford Professor & Expert on Global Security, AI and U.S. Foreign Policy"
Laurence C. Smith,"Demographics & Population; Energy; Environment & Sustainability; Global Health; Health & Wellbeing; Keynote; Politics, Government & Global Affairs; Sustainability - Environment",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Advisor to Congress & UN on Climate Change"
Laurence Kemball-Cook,Business; Business & Leadership; Energy; Entrepreneurs; Environment & Sustainability; ESG; Energy Transition,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Clean Energy Entrepreneur"
Laurence Kotlikoff,"AI - Emerging Tech; Business & Leadership; Economic & Financial Affairs; Finance & Markets; Geopolitics; Politics, Government & Global Affairs; Technology, Innovation & Science",Global,"Speaking fee: $15,000 | Exclusive | New Speaker | Gender: Male | Site tagline: Economist & Expert on Global Macroeconomics and Economic Policy"
Laurence Moroney,"AI - Emerging Tech; Business; Business & Leadership; Entertainment; Inspirational & Motivational; Leadership; Society, Culture & Education; Technology, Innovation & Science; Workplace innovation",USA,"Speaking fee: $15,000 | Gender: Male | Site tagline: Best-selling author & Award-Winning AI Researcher"
Laurent Delporte,"Business; Business & Leadership; Entrepreneurs; Leadership; Luxury; Society, Culture & Education",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Hospitality Strategist & Expert on Luxury Experience and Human-Centred Design"
Lauri Love,"AI - Emerging Tech; Cyber Security; Economic & Financial Affairs; Fintech & Cryptocurrency; Mathematics and Statistics; Neuroscience; Technology Ethics - Regulation; Technology, Innovation & Science",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Professional hacker, cybersecurity expert & political activist"
Laurie Bristow,"Geopolitics; Government & Politics; International Affairs & Security; Keynote; Politics, Government & Global Affairs",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: UK’s last Ambassador to Afghanistan in 2021"
Laurie Craigen,"Business & Leadership; Entertainment; Health & Wellbeing; Healthcare; Psychology; Resilience, Wellbeing & Happiness; Sports & Olympics; Workplace innovation",Americas > US,"Speaking fee: $15,000 | Exclusive | Gender: Female | Site tagline: Psychologist & Expert on Resilience, Mental Performance and Wellbeing"
